SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-03,7,5299,238,4.497,C
SUP-0062,Burke-Owens Components,India,Metal Components,2025-12,5,3875,142,3.687,C
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2025-07,10,45090,2417,5.362,D
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2024-09,20,45880,560,1.221,A
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-05,24,81696,4638,5.678,D
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-01,18,12168,973,8.0,D
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-06,12,49380,465,0.943,A
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2025-02,10,39280,1471,3.745,C
SUP-0083,Burch-Harris Components,USA,Transformers,2024-04,7,16947,631,3.724,C
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-09,11,26301,167,0.638,A
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2023-10,6,4548,224,4.938,C
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2025-08,15,40320,1256,3.118,C
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-11,12,24300,1884,7.756,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2023-03,25,52300,2056,3.932,C
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-06,19,64771,516,0.797,A
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-07,17,58803,2305,3.92,C
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-05,15,60930,948,1.557,B
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2023-11,25,116025,1943,1.675,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-04,6,26760,340,1.271,A
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-07,12,46896,2390,5.098,D
SUP-0083,Burch-Harris Components,USA,Transformers,2023-01,14,59920,1429,2.385,B
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-02,3,4758,137,2.895,B
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2024-06,21,45654,542,1.189,A
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2024-01,15,33150,1153,3.479,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-02,9,37197,548,1.474,A
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-04,22,60126,998,1.661,B
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-09,6,20484,1300,6.351,D
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2024-03,13,6656,193,2.911,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-04,7,14987,154,1.034,A
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2025-06,7,26943,332,1.235,A
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-04,7,29400,2295,7.807,D
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-11,4,7268,152,2.096,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2025-09,24,55536,1999,3.6,C
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2024-08,21,35532,799,2.251,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-08,3,9552,349,3.656,C
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-11,11,3773,97,2.587,B
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-05,2,2588,39,1.544,B
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-01,24,66384,4801,7.233,D
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-03,17,50439,2210,4.382,C
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-04,9,27891,787,2.823,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-04,10,8400,93,1.116,A
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-08,14,59304,1035,1.746,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-11,17,46444,372,0.802,A
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-04,21,32760,1140,3.481,C
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2024-09,12,39528,511,1.293,A
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2025-11,21,52689,2202,4.181,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-05,15,56280,1179,2.096,B
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2024-09,25,99725,624,0.626,A
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2025-01,14,53802,4304,8.0,D
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2025-11,9,37170,1198,3.224,C
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-03,20,37620,875,2.326,B
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-11,2,1890,67,3.583,C
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-05,2,2886,94,3.271,C
SUP-0067,Woods-Liu Group,China,Transformers,2025-06,2,3080,91,2.964,B
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-12,6,25890,954,3.685,C
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-02,17,81532,4273,5.242,D
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-02,21,25767,1047,4.067,C
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2023-08,23,81374,685,0.842,A
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-12,21,73059,2452,3.356,C
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-09,4,14724,342,2.327,B
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-02,22,89672,2821,3.147,C
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-05,12,51648,2176,4.214,C
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-09,10,30610,289,0.945,A
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-10,12,52536,288,0.548,A
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2025-03,13,46020,415,0.902,A
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-09,18,75438,2095,2.778,B
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-05,3,14118,250,1.771,B
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-10,24,104088,3143,3.02,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-12,5,1455,93,6.402,D
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-04,17,62730,4356,6.944,D
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2023-06,8,5560,151,2.728,B
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2025-10,4,816,24,3.055,C
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-12,16,4576,104,2.278,B
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2023-03,23,80109,2232,2.787,B
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2025-02,15,26040,1814,6.967,D
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2024-08,11,44099,1486,3.371,C
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-02,13,27794,722,2.599,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-01,22,39754,1962,4.937,C
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-04,3,7314,329,4.508,C
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2025-03,8,13672,233,1.708,B
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-08,24,57552,2671,4.642,C
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2023-03,12,8652,193,2.233,B
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-05,11,35266,1248,3.542,C
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2023-07,6,26748,1752,6.55,D
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-11,6,6468,137,2.119,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2024-07,2,7080,169,2.394,B
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-03,10,35600,1085,3.049,C
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-08,8,22064,434,1.968,B
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-04,15,44265,1889,4.269,C
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-10,10,22360,768,3.439,C
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-12,16,35856,1811,5.051,D
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2023-04,11,41756,1821,4.362,C
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2025-07,16,46864,2144,4.576,C
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-10,14,38766,1914,4.938,C
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-07,18,4500,72,1.601,B
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-10,3,1623,17,1.094,A
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-12,11,48917,1417,2.898,B
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2023-01,12,46908,2139,4.561,C
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2024-08,25,101325,1488,1.469,A
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2024-02,16,25872,667,2.581,B
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2025-05,10,42760,1698,3.973,C
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2023-04,25,122300,3820,3.124,C
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-07,16,29696,1656,5.577,D
SUP-0115,Dixon-Collins Corp,USA,Connectors,2024-03,2,8026,595,7.415,D
SUP-0065,Garrison Group Industries,Mexico,Transformers,2023-11,24,107520,4472,4.16,C
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2025-04,21,18354,1014,5.526,D
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-11,24,84384,557,0.66,A
SUP-0115,Dixon-Collins Corp,USA,Connectors,2024-02,11,4147,199,4.8,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-05,3,11988,779,6.5,D
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-11,8,18616,334,1.797,B
SUP-0039,Adams Inc Components,Germany,Metal Components,2023-07,25,111750,1258,1.126,A
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-07,15,39045,2530,6.482,D
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2024-06,9,38799,591,1.523,B
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2025-03,6,7068,337,4.779,C
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2023-01,22,21648,660,3.05,C
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-03,9,21861,677,3.101,C
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2024-09,10,13200,518,3.928,C
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2023-03,8,22736,1206,5.305,D
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-01,22,56848,662,1.166,A
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2024-03,19,68020,607,0.893,A
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-06,3,6984,104,1.494,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2023-09,20,39180,954,2.436,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-05,21,88515,1317,1.488,A
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-02,25,120900,6241,5.163,D
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-07,23,20102,722,3.592,C
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-06,5,8805,481,5.469,D
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-08,19,73245,2638,3.603,C
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-02,9,16956,495,2.925,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-05,8,7408,78,1.062,A
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2025-09,17,65739,4656,7.083,D
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-05,18,30672,267,0.872,A
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-01,14,22036,1078,4.894,C
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2024-04,17,27846,1465,5.264,D
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-11,15,30930,1617,5.23,D
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2024-06,9,11808,112,0.951,A
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2024-07,9,23202,133,0.576,A
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2023-10,25,35375,2379,6.728,D
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2024-10,7,7392,155,2.1,B
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-06,17,9894,190,1.926,B
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-04,12,53592,2555,4.769,C
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-04,9,42318,1343,3.176,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-12,25,26325,1455,5.53,D
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-03,25,117425,4014,3.419,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-01,23,21160,496,2.348,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-10,13,61763,2385,3.862,C
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2024-02,3,6741,117,1.746,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-07,22,25520,1282,5.024,D
SUP-0075,White Inc Corp,India,Connectors,2025-09,25,34350,171,0.5,A
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-07,19,8892,200,2.254,B
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-07,20,81120,1590,1.961,B
SUP-0065,Garrison Group Industries,Mexico,Transformers,2023-10,21,48552,1730,3.565,C
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-05,7,21581,1173,5.438,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-07,22,38170,1726,4.524,C
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-09,14,68376,2404,3.516,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-09,18,49194,484,0.985,A
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-10,4,12904,257,1.999,B
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-08,14,46256,1369,2.96,B
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-05,15,67710,1594,2.355,B
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-09,23,31234,1223,3.918,C
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-02,10,41490,1866,4.499,C
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2024-09,23,18308,290,1.586,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2024-11,24,100032,2600,2.599,B
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2024-11,19,84284,893,1.061,A
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2025-12,7,24689,1359,5.505,D
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2023-08,11,41646,652,1.567,B
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-02,20,70360,2369,3.367,C
SUP-0031,Miller and Sons Corp,China,Connectors,2025-08,7,15890,730,4.596,C
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-10,18,59580,2798,4.697,C
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-11,25,84300,1239,1.471,A
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2025-05,25,82550,1060,1.284,A
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-06,22,81004,2617,3.232,C
SUP-0039,Adams Inc Components,Germany,Metal Components,2024-09,14,61194,458,0.75,A
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2025-09,19,30438,263,0.866,A
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2023-04,4,18044,343,1.902,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-06,24,75432,450,0.597,A
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-12,2,9826,470,4.792,C
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-10,22,48884,835,1.709,B
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-11,19,19209,230,1.198,A
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2023-10,4,15608,203,1.302,A
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-04,5,15110,275,1.826,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-06,16,16768,157,0.94,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-02,25,81725,1726,2.113,B
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-11,15,31365,733,2.338,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-08,15,12255,650,5.308,D
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-06,24,96984,2651,2.734,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-09,5,14335,202,1.414,A
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-06,12,14172,571,4.029,C
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2023-02,8,36800,419,1.141,A
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-08,13,14196,71,0.502,A
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2024-06,16,41968,671,1.599,B
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-12,22,13948,379,2.72,B
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-12,20,25420,297,1.169,A
SUP-0075,White Inc Corp,India,Connectors,2023-07,7,30534,214,0.703,A
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2025-12,22,46376,450,0.972,A
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-06,21,55293,1606,2.905,B
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-06,20,82360,4766,5.787,D
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2023-04,17,55930,4151,7.423,D
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2023-01,24,88176,6370,7.225,D
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-11,25,52500,1911,3.641,C
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2023-07,17,42959,1343,3.127,C
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2024-06,7,11795,704,5.974,D
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-09,8,17408,816,4.693,C
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2024-10,4,18932,735,3.884,C
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-10,10,42000,1367,3.256,C
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-11,15,52575,954,1.815,B
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2025-11,20,82720,4779,5.778,D
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2023-02,7,28812,1506,5.23,D
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-08,20,66140,3158,4.775,C
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-11,11,23045,995,4.321,C
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-11,19,10279,428,4.166,C
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-01,4,11480,316,2.761,B
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-04,24,65160,1351,2.074,B
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-07,17,10829,379,3.504,C
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2024-11,18,45342,2295,5.063,D
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-11,19,32110,906,2.824,B
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-01,3,6060,131,2.17,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2025-06,19,47557,2084,4.384,C
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-02,19,22762,1358,5.969,D
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-07,8,24200,367,1.517,B
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-07,14,58800,1418,2.413,B
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-05,18,79488,994,1.251,A
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2023-06,8,34696,2007,5.787,D
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-09,10,47830,1311,2.743,B
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2025-02,2,6480,81,1.254,A
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-10,15,46425,2178,4.692,C
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-01,3,3594,172,4.811,C
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2024-02,4,3524,61,1.731,B
SUP-0062,Burke-Owens Components,India,Metal Components,2025-12,5,3585,125,3.51,C
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-02,13,36205,1394,3.852,C
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-10,10,49880,1782,3.574,C
SUP-0075,White Inc Corp,India,Connectors,2023-10,4,13376,74,0.555,A
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2025-01,8,13064,642,4.917,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-11,23,65297,3129,4.792,C
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-03,18,77076,708,0.919,A
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2025-02,19,18601,268,1.442,A
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-01,19,5187,256,4.937,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-06,11,9834,152,1.555,B
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-03,7,25648,430,1.68,B
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-08,22,7590,427,5.637,D
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-05,6,22272,561,2.519,B
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2023-10,21,75726,2637,3.483,C
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2024-12,4,2916,116,3.988,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2023-10,14,33194,2318,6.986,D
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-08,11,40194,1624,4.041,C
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-03,9,38574,628,1.63,B
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2023-06,7,7091,194,2.749,B
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-05,6,12900,887,6.882,D
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-08,12,30264,582,1.926,B
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2025-12,11,12067,396,3.283,C
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-05,25,22700,1391,6.13,D
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-10,17,73491,3098,4.216,C
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-09,18,72432,2318,3.201,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-12,10,29430,943,3.207,C
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-10,7,23436,1072,4.574,C
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-05,24,63120,2892,4.582,C
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-11,14,43778,708,1.619,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-06,6,13626,453,3.328,C
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-12,11,17457,711,4.074,C
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-05,3,14283,698,4.894,C
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-04,11,36784,954,2.595,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-04,24,45048,470,1.045,A
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-01,6,5250,114,2.181,B
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-03,10,12430,421,3.388,C
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2023-01,19,70528,2062,2.924,B
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-04,22,12144,699,5.762,D
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2024-09,18,72540,1488,2.051,B
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-05,17,11560,108,0.938,A
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-08,22,54362,484,0.891,A
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-06,21,9996,176,1.763,B
SUP-0126,Powell-Morris Group,Germany,Connectors,2023-08,17,72896,2937,4.029,C
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-04,3,13728,279,2.037,B
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2023-12,2,3172,70,2.222,B
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-11,4,15780,297,1.883,B
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-10,22,91696,2743,2.991,B
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-01,20,56660,2849,5.029,D
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-04,10,34760,2369,6.817,D
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-12,9,29916,1381,4.617,C
