supplierid,suppliername,supplierregion,componenttype,month,deliveries,unitsreceived,defectiveunits,defectrate,supplierrating,risk_score,risk_category
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-08,10,18220,927,5.09,D,3.4248,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-10,4,13372,858,6.424,D,4.1976,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2024-12,11,8096,197,2.444,B,1.5452,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2024-09,9,24354,455,1.871,B,1.3046,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-06,19,68742,886,1.29,A,1.1284,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-08,22,44660,347,0.778,A,0.6056,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-11,17,16915,458,2.713,B,1.811,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-09,5,23615,638,2.705,B,1.8782,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2023-06,23,108537,1536,1.416,A,1.464,Low
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-12,8,38864,2007,5.166,D,3.9024,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2023-11,2,5448,189,3.48,C,2.1636,Low
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2025-10,8,11160,495,4.439,C,2.8613999999999997,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-01,3,9231,378,4.097,C,2.6094,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2025-05,3,8754,700,8.0,D,5.08,Medium
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-10,3,10851,210,1.938,B,1.2468,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-12,18,68922,2244,3.257,C,2.8518,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-10,4,17748,163,0.922,A,0.6184000000000001,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-03,23,83513,2636,3.157,C,2.9486,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-04,9,23589,1567,6.644,D,4.6132,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-02,21,72555,2262,3.119,C,2.7762000000000002,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-02,21,49266,1074,2.18,B,1.7376,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-02,10,43780,613,1.401,A,1.0858,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-09,14,30030,250,0.835,A,0.601,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-10,15,16905,419,2.483,B,1.6574,Low
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-10,21,28434,498,1.752,B,1.2504,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2023-11,14,67130,2116,3.153,C,2.7382,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-02,17,10455,621,5.949,D,3.8178,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-02,23,35558,996,2.802,B,2.0796,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-04,14,34706,545,1.571,B,1.1605999999999999,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-04,8,16184,708,4.379,C,2.9105999999999996,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-03,14,47838,754,1.577,B,1.2478,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-02,17,58395,1480,2.535,B,2.113,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2025-12,6,26778,401,1.501,B,1.061,Low
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-12,17,18734,589,3.145,C,2.1226,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-05,19,40413,1051,2.602,B,1.9815999999999998,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-05,11,9064,63,0.704,A,0.44759999999999994,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-11,4,18888,720,3.816,C,2.5775999999999994,Low
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-12,15,58395,2785,4.77,C,3.976,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-05,6,24126,591,2.453,B,1.7081999999999997,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-02,15,52905,1887,3.567,C,2.895,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-05,15,64320,2042,3.176,C,2.7224,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-04,3,11271,66,0.593,A,0.38219999999999993,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2023-07,25,71500,5047,7.059,D,6.254200000000001,Medium
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-11,13,2730,60,2.223,B,1.3578,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-05,8,37104,889,2.396,B,1.7932000000000001,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-11,18,56340,1264,2.244,B,1.852,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-04,18,12942,411,3.182,C,2.0736,Low
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2025-08,14,47376,2128,4.492,C,3.5463999999999998,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2024-03,8,3920,58,1.487,A,0.9154,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2023-11,14,2954,219,7.417,D,4.5378,Low
SUP-0115,Dixon-Collins Corp,USA,Connectors,2024-09,24,56328,3749,6.656,D,5.4932,Medium
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-01,9,24021,1651,6.874,D,4.7848,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-01,17,65382,5230,8.0,D,6.8919999999999995,Medium
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-05,11,49731,1219,2.453,B,1.9593999999999998,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-11,8,16920,199,1.18,A,0.7876,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-12,10,9890,358,3.621,C,2.3158000000000003,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-10,4,9056,420,4.643,C,2.9537999999999998,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-01,15,25545,643,2.519,B,1.7686000000000002,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2023-07,20,30980,295,0.953,A,0.6898,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-04,11,25245,944,3.74,C,2.6216000000000004,Low
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2025-12,10,35390,1592,4.499,C,3.3362,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2023-09,8,33008,655,1.985,B,1.453,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2024-06,10,43470,1722,3.962,C,3.0660000000000003,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-07,6,6942,518,7.471,D,4.6898,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-08,10,8000,245,3.063,C,1.9358000000000002,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2023-10,14,30856,1805,5.85,D,4.231999999999999,Low
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-01,16,9392,428,4.558,C,2.9059999999999997,Low
SUP-0033,Knox-Smith Group,India,Connectors,2023-09,19,60249,2599,4.315,C,3.6286,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-02,7,34636,1978,5.711,D,4.2178,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-10,10,2830,62,2.224,B,1.3592,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-07,18,4572,234,5.124,D,3.1679999999999997,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-12,25,45650,2433,5.331,D,4.1718,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-09,7,17304,238,1.378,A,0.9219999999999999,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-06,17,83555,3510,4.201,C,3.9245999999999994,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2024-07,16,41936,2279,5.437,D,4.1738,Low
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2025-03,17,80835,2757,3.411,C,3.1494,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-05,9,23832,1270,5.33,D,3.706,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2025-09,15,19095,799,4.189,C,2.8329999999999997,Low
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2023-07,24,16200,469,2.898,B,1.9264000000000001,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-07,23,72887,2930,4.021,C,3.5846,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-08,7,14609,783,5.363,D,3.531,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2025-09,21,73080,659,0.902,A,0.8048,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-03,24,45552,1299,2.854,B,2.2319999999999998,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-04,20,73160,4731,6.467,D,5.7726,Medium
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-01,11,7612,275,3.625,C,2.2849999999999997,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-04,15,58995,2027,3.437,C,2.8729999999999998,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-07,10,12320,153,1.245,A,0.8082,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2025-05,5,22905,1120,4.891,C,3.3826,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-09,16,44368,1268,2.858,B,2.222,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-10,24,101520,784,0.773,A,0.7774000000000001,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2024-10,19,31046,1264,4.074,C,2.95,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2025-11,14,50820,2055,4.045,C,3.249,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-04,21,93429,5614,6.009,D,5.851,Medium
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2025-06,16,76832,3177,4.136,C,3.7523999999999997,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2023-02,25,51925,2522,4.857,C,3.923,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-04,20,62160,2353,3.786,C,3.2128,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-02,4,12020,306,2.547,B,1.6506,Low
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2025-02,16,4304,174,4.05,C,2.4995999999999996,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-05,21,87675,3106,3.543,C,3.3682,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-09,14,3794,162,4.277,C,2.631,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-07,3,7383,49,0.675,A,0.42460000000000003,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2023-09,14,40474,1971,4.872,C,3.7116000000000002,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2025-01,4,17832,492,2.764,B,1.8552,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-04,24,36384,367,1.011,A,0.7534,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-03,7,17150,444,2.589,B,1.7309999999999999,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2025-05,10,14110,121,0.859,A,0.5638,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-06,14,3024,84,2.798,B,1.7124000000000001,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2023-10,13,21086,335,1.591,B,1.0886,Low
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2025-11,24,95880,870,0.908,A,0.8928,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-10,21,9219,252,2.743,B,1.7466,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2025-03,20,87020,920,1.058,A,1.0028000000000001,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-05,3,10353,478,4.623,C,2.965,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-05,10,44430,2572,5.789,D,4.5022,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-12,25,122025,6761,5.541,D,6.029,Medium
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-10,24,105048,5595,5.327,D,5.4342,Medium
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2025-09,7,6937,73,1.064,A,0.6676,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-10,16,6528,218,3.344,C,2.0936,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-01,8,35976,2322,6.457,D,4.803,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-06,8,19744,1300,6.589,D,4.4734,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-12,10,6410,239,3.736,C,2.3372,Low
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2025-06,8,19688,1262,6.414,D,4.3532,Low
SUP-0104,Bryant Inc Group,Poland,Metal Components,2024-09,13,45916,2989,6.51,D,5.1015999999999995,Medium
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2023-03,6,12192,786,6.451,D,4.185,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-12,21,103320,3684,3.566,C,3.6132,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2023-01,20,44680,1650,3.693,C,2.8758,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-02,21,93009,2264,2.435,B,2.3666,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-02,12,32172,580,1.805,B,1.315,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-10,8,13792,364,2.646,B,1.7331999999999999,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2024-03,4,2932,84,2.878,B,1.7604000000000002,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2023-04,5,2340,70,3.031,C,1.8466,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-05,3,13383,714,5.338,D,3.4884,Low
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-11,6,24144,588,2.438,B,1.6980000000000002,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-10,12,22560,772,3.426,C,2.3644000000000003,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-11,24,40944,871,2.128,B,1.6252,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-01,21,96810,6154,6.357,D,6.2758,Medium
SUP-0083,Burch-Harris Components,USA,Transformers,2024-05,16,14320,442,3.093,C,2.0326,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-09,13,22178,538,2.429,B,1.6725999999999999,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-09,3,8799,307,3.494,C,2.2192,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-09,22,89760,2894,3.225,C,3.0926,Low
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-07,17,60044,4282,7.131,D,5.9914000000000005,Medium
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-06,17,27795,469,1.69,B,1.2016,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-06,4,9748,554,5.693,D,3.6373999999999995,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-02,14,32116,495,1.543,B,1.1238,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2023-02,5,8115,466,5.747,D,3.6346,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-06,20,15820,462,2.925,B,1.9398,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2025-09,20,13220,248,1.877,B,1.2253999999999998,Low
SUP-0033,Knox-Smith Group,India,Connectors,2023-08,2,2578,154,5.984,D,3.6519999999999997,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-04,3,822,35,4.331,C,2.6126,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-11,8,36344,1997,5.496,D,4.0964,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-05,24,102024,1020,1.0,A,1.008,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2025-03,16,58496,865,1.48,A,1.234,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-09,20,27120,944,3.484,C,2.468,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2024-08,16,77264,2153,2.787,B,2.5334,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-03,22,79156,3056,3.862,C,3.5396,Low
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-03,24,25944,1077,4.152,C,2.922,Low
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2025-08,2,6036,58,0.968,A,0.604,Low
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2024-09,25,76850,966,1.258,A,1.1412,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2023-12,20,17380,693,3.988,C,2.67,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-06,23,16146,1290,7.994,D,5.312399999999999,Medium
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2025-10,8,12808,515,4.025,C,2.621,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-04,12,11532,557,4.833,C,3.1226,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-03,18,81540,2481,3.043,C,2.8182,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2024-10,22,75966,2192,2.887,B,2.609,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-05,19,48336,1742,3.605,C,2.8598,Low
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-10,3,7266,61,0.846,A,0.5319999999999999,Low
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2024-03,6,2760,127,4.634,C,2.8312000000000004,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-04,21,74067,4023,5.432,D,4.8684,Low
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-01,21,9429,187,1.988,B,1.2675999999999998,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-12,22,59312,2065,3.483,C,2.9158,Low
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2025-05,9,42309,294,0.696,A,0.5352,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-05,16,76320,4874,6.386,D,5.7812,Medium
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2025-08,24,81624,3908,4.789,C,4.4366,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2025-06,13,47333,1506,3.182,C,2.5115999999999996,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2024-02,13,32916,2349,7.138,D,5.2224,Medium
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-08,3,9846,179,1.822,B,1.1648,Low
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2024-11,10,46540,1556,3.344,C,2.6288,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-07,2,1834,114,6.252,D,3.7967999999999997,Low
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2025-01,7,24843,796,3.208,C,2.2432,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-08,4,19728,1144,5.801,D,3.9382,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2025-08,5,7000,524,7.495,D,4.7066,Low
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2025-02,22,71808,693,0.965,A,0.8562,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-07,3,9045,245,2.718,B,1.7288000000000001,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2024-07,17,14654,922,6.292,D,4.144,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-01,19,77444,2733,3.529,C,3.2106000000000003,Low
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-04,10,18960,122,0.645,A,0.4358,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-08,25,106225,8090,7.617,D,7.8062000000000005,Medium
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-12,11,33814,727,2.151,B,1.5813999999999997,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-11,14,36120,760,2.106,B,1.5675999999999999,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2024-10,19,62605,1518,2.426,B,2.0628,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-10,18,9450,339,3.589,C,2.289,Low
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-07,8,7056,142,2.015,B,1.2658,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-11,17,83708,3834,4.58,C,4.2816,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2025-08,7,11886,900,7.576,D,4.9056,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-06,6,3582,132,3.687,C,2.2649999999999997,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-10,6,17580,580,3.301,C,2.2126,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-08,5,6600,56,0.856,A,0.5359999999999999,Low
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-02,8,37784,1723,4.561,C,3.4257999999999997,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-08,21,56910,3861,6.786,D,5.616,Medium
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-08,15,8205,499,6.091,D,3.8541999999999996,Low
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2023-07,2,1584,43,2.767,B,1.6774,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2023-01,14,23030,1640,7.125,D,4.930999999999999,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-09,11,48224,2382,4.941,C,3.9173999999999998,Low
SUP-0067,Woods-Liu Group,China,Transformers,2024-12,12,46632,2139,4.587,C,3.6077999999999997,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2023-04,14,53074,2530,4.768,C,3.8728,Low
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2023-04,8,11272,421,3.742,C,2.4136,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-02,13,49920,1139,2.283,B,1.8254,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-03,17,18462,772,4.182,C,2.8180000000000005,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-06,8,6024,234,3.891,C,2.4282,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-07,11,43274,2049,4.737,C,3.6618,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2024-11,6,6990,353,5.059,D,3.1766,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2025-05,11,28468,2091,7.346,D,5.244,Medium
SUP-0067,Woods-Liu Group,China,Transformers,2024-09,21,29232,1442,4.934,C,3.5372,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2025-08,17,3995,191,4.782,C,2.9455999999999998,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2025-03,8,37712,1560,4.138,C,3.1068,Low
SUP-0067,Woods-Liu Group,China,Transformers,2023-09,8,4440,181,4.091,C,2.527,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-04,3,3438,35,1.027,A,0.6302,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-12,11,8096,162,2.008,B,1.2695999999999998,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-07,22,90398,4492,4.97,C,4.7788,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2024-07,17,50371,2652,5.267,D,4.221,Low
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2024-03,6,7752,189,2.444,B,1.5419999999999998,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2024-02,9,26748,1354,5.065,D,3.5806000000000004,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-01,16,36656,2096,5.719,D,4.2698,Low
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2025-09,11,24365,851,3.496,C,2.4379999999999997,Low
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-05,25,39075,662,1.695,B,1.2818,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2023-10,2,2032,40,1.973,B,1.1998,Low
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-06,14,24850,1230,4.951,C,3.4625999999999997,Low
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2025-09,17,11900,96,0.813,A,0.5262,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2025-11,24,31536,220,0.7,A,0.508,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2023-09,9,5562,56,1.011,A,0.6289999999999999,Low
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2023-07,4,17524,571,3.262,C,2.1856,Low
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2025-11,10,25210,323,1.284,A,0.8996,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2023-03,17,54723,911,1.665,B,1.3634,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-07,7,27860,155,0.56,A,0.398,Low
