EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-13501,Manufacturing,Line Lead,Internal Auditor Training,2023-07-12,2024-07-11,Completed,Non-Compliant
EMP-13502,Warehouse,Warehouse Operator,5S Lean Manufacturing,2023-05-18,2024-05-17,Expired,Compliant
EMP-13503,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2025-09-27,2026-09-27,Completed,Compliant
EMP-13504,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2024-02-24,2025-02-23,Completed,Compliant
EMP-13505,Quality,Quality Engineer,5S Lean Manufacturing,2024-06-26,2026-06-26,Pending,Compliant
EMP-13506,HR,Training Coordinator,Calibration Awareness,2024-03-13,2025-03-13,Completed,Compliant
EMP-13507,Manufacturing,Machine Operator,5S Lean Manufacturing,2024-10-18,2026-10-18,Completed,Compliant
EMP-13508,Manufacturing,Assembly Technician,Safety Training,2024-12-06,2025-12-06,Completed,Compliant
EMP-13509,Warehouse,Inventory Clerk,ISO 9001 Awareness,2024-01-24,2025-01-23,Expired,Compliant
EMP-13510,Maintenance,Reliability Engineer,Calibration Awareness,2023-07-30,2024-07-29,Completed,Compliant
EMP-13511,HR,Training Coordinator,Calibration Awareness,2025-06-01,2026-06-01,Completed,Compliant
EMP-13512,HR,Training Coordinator,Safety Training,2024-05-22,2026-05-22,Pending,Compliant
EMP-13513,Supply Chain,Logistics Coordinator,Internal Auditor Training,2024-08-24,2025-08-24,Completed,Compliant
EMP-13514,Maintenance,Maintenance Technician,Internal Auditor Training,2024-04-24,2026-04-24,Completed,Compliant
EMP-13515,HR,Training Coordinator,ISO 9001 Awareness,2024-03-20,2025-03-20,Completed,Compliant
EMP-13516,Manufacturing,Production Supervisor,ISO 9001 Awareness,2025-08-31,2027-08-31,Completed,Compliant
EMP-13517,Engineering,Manufacturing Engineer,Safety Training,2024-07-17,2025-07-17,Completed,Compliant
EMP-13518,Engineering,Design Engineer,Safety Training,2025-04-03,2026-04-03,Completed,Compliant
EMP-13519,Quality,Quality Inspector,5S Lean Manufacturing,2024-01-16,2025-01-15,Completed,Compliant
EMP-13520,Warehouse,Forklift Operator,5S Lean Manufacturing,2023-04-26,2024-04-25,Expired,Compliant
EMP-13521,Warehouse,Forklift Operator,ISO 9001 Awareness,2024-12-11,2026-12-11,Completed,Compliant
EMP-13522,Supply Chain,Buyer,Safety Training,2023-07-18,2024-07-17,Expired,Compliant
EMP-13523,Manufacturing,Production Supervisor,5S Lean Manufacturing,2025-03-06,2026-03-06,Completed,Compliant
EMP-13524,HR,Training Coordinator,5S Lean Manufacturing,2023-04-05,2025-04-04,Completed,Compliant
EMP-13525,Manufacturing,Assembly Technician,5S Lean Manufacturing,2025-09-24,2027-09-24,Completed,Compliant
EMP-13526,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-04-26,2025-04-26,Completed,Compliant
EMP-13527,Engineering,Design Engineer,Calibration Awareness,2025-07-29,2026-07-29,Pending,Compliant
EMP-13528,Maintenance,Maintenance Supervisor,Internal Auditor Training,2023-01-30,2024-01-30,Expired,Compliant
EMP-13529,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2024-10-08,2026-10-08,Completed,Compliant
EMP-13530,Warehouse,Warehouse Supervisor,Internal Auditor Training,2024-04-23,2025-04-23,Expired,Compliant
EMP-13531,Manufacturing,Production Supervisor,Safety Training,2025-03-08,2026-03-08,Completed,Compliant
EMP-13532,Maintenance,Maintenance Supervisor,Calibration Awareness,2024-11-17,2026-11-17,Completed,Compliant
EMP-13533,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-10-09,2027-10-09,Completed,Compliant
EMP-13534,Warehouse,Forklift Operator,Calibration Awareness,2025-07-16,2026-07-16,Completed,Compliant
EMP-13535,Supply Chain,Logistics Coordinator,Internal Auditor Training,2024-09-28,2025-09-28,Expired,Compliant
EMP-13536,Manufacturing,Machine Operator,Calibration Awareness,2025-03-20,2027-03-20,Completed,Compliant
EMP-13537,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2024-05-22,2025-05-22,Completed,Compliant
EMP-13538,Manufacturing,Production Supervisor,Safety Training,2024-05-15,2025-05-15,Completed,Compliant
EMP-13539,Manufacturing,Line Lead,Calibration Awareness,2024-02-14,2025-02-13,Expired,Compliant
EMP-13540,Quality,Quality Inspector,ISO 9001 Awareness,2024-10-03,2025-10-03,Completed,Non-Compliant
EMP-13541,Engineering,Design Engineer,Safety Training,2025-02-02,2027-02-02,Completed,Compliant
EMP-13542,Manufacturing,Machine Operator,Internal Auditor Training,2025-08-21,2026-08-21,Completed,Compliant
EMP-13543,Warehouse,Inventory Clerk,Internal Auditor Training,2023-06-22,2024-06-21,Expired,Compliant
EMP-13544,Supply Chain,Planner,Internal Auditor Training,2024-06-29,2025-06-29,Expired,Compliant
EMP-13545,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2025-05-01,2026-05-01,Completed,Compliant
EMP-13546,Engineering,Process Engineer,5S Lean Manufacturing,2025-03-02,2027-03-02,Completed,Compliant
EMP-13547,Maintenance,Maintenance Technician,5S Lean Manufacturing,2023-09-23,2024-09-22,Expired,Compliant
EMP-13548,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-07-05,2024-07-04,Expired,Compliant
EMP-13549,Quality,Quality Engineer,Safety Training,2023-02-07,2025-02-06,Expired,Compliant
EMP-13550,Engineering,Process Engineer,Calibration Awareness,2024-04-10,2025-04-10,Expired,Compliant
EMP-13551,Warehouse,Inventory Clerk,ISO 9001 Awareness,2024-12-24,2025-12-24,Completed,Compliant
EMP-13552,HR,HR Generalist,ISO 9001 Awareness,2023-01-06,2024-01-06,Expired,Compliant
EMP-13553,Engineering,Design Engineer,5S Lean Manufacturing,2025-03-30,2026-03-30,Pending,Compliant
EMP-13554,HR,Training Coordinator,Safety Training,2023-02-19,2024-02-19,Expired,Compliant
EMP-13555,Manufacturing,Production Supervisor,Safety Training,2023-08-17,2024-08-16,Completed,Compliant
EMP-13556,Maintenance,Reliability Engineer,Calibration Awareness,2023-09-02,2024-09-01,Expired,Non-Compliant
EMP-13557,Manufacturing,Line Lead,5S Lean Manufacturing,2024-12-02,2025-12-02,Expired,Compliant
EMP-13558,Warehouse,Inventory Clerk,ISO 9001 Awareness,2024-08-08,2026-08-08,Completed,Compliant
EMP-13559,Engineering,Manufacturing Engineer,Safety Training,2023-09-08,2025-09-07,Expired,Compliant
EMP-13560,Maintenance,Maintenance Technician,Internal Auditor Training,2024-06-06,2025-06-06,Completed,Compliant
EMP-13561,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2024-07-25,2025-07-25,Expired,Compliant
EMP-13562,Warehouse,Warehouse Operator,Internal Auditor Training,2023-05-10,2024-05-09,Completed,Compliant
EMP-13563,Maintenance,Maintenance Supervisor,Safety Training,2024-12-16,2025-12-16,Completed,Compliant
EMP-13564,Engineering,Process Engineer,Internal Auditor Training,2023-10-06,2024-10-05,Expired,Compliant
EMP-13565,Warehouse,Warehouse Operator,ISO 9001 Awareness,2025-10-20,2026-10-20,Completed,Compliant
EMP-13566,Manufacturing,Line Lead,Internal Auditor Training,2024-02-13,2026-02-12,Expired,Compliant
EMP-13567,Maintenance,Maintenance Technician,Internal Auditor Training,2025-07-06,2026-07-06,Completed,Compliant
EMP-13568,Maintenance,Maintenance Supervisor,Safety Training,2024-09-08,2026-09-08,Completed,Compliant
EMP-13569,HR,HR Manager,ISO 9001 Awareness,2024-09-10,2025-09-10,Completed,Compliant
EMP-13570,Manufacturing,Production Supervisor,Internal Auditor Training,2023-06-06,2025-06-05,Expired,Non-Compliant
EMP-13571,Quality,QA Manager,ISO 9001 Awareness,2023-06-18,2024-06-17,Expired,Compliant
EMP-13572,Maintenance,Reliability Engineer,Calibration Awareness,2025-08-06,2027-08-06,Completed,Compliant
EMP-13573,Supply Chain,Planner,Internal Auditor Training,2024-12-09,2026-12-09,Completed,Compliant
EMP-13574,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2025-04-19,2026-04-19,Expired,Compliant
EMP-13575,Manufacturing,Assembly Technician,Safety Training,2023-06-23,2024-06-22,Completed,Compliant
EMP-13576,Supply Chain,Supply Chain Analyst,Safety Training,2024-02-26,2026-02-25,Completed,Compliant
EMP-13577,Quality,QA Manager,Internal Auditor Training,2023-03-03,2024-03-02,Expired,Compliant
EMP-13578,Supply Chain,Buyer,Safety Training,2023-07-04,2024-07-03,Expired,Compliant
EMP-13579,Engineering,Process Engineer,5S Lean Manufacturing,2025-10-29,2026-10-29,Completed,Compliant
EMP-13580,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-12-03,2025-12-02,Completed,Compliant
EMP-13581,Manufacturing,Machine Operator,ISO 9001 Awareness,2025-02-23,2026-02-23,Completed,Compliant
EMP-13582,Manufacturing,Assembly Technician,Internal Auditor Training,2023-02-21,2024-02-21,Expired,Compliant
EMP-13583,HR,Training Coordinator,Internal Auditor Training,2023-04-17,2024-04-16,Expired,Compliant
EMP-13584,Supply Chain,Supply Chain Analyst,Safety Training,2023-08-31,2024-08-30,Completed,Non-Compliant
EMP-13585,HR,HR Generalist,Internal Auditor Training,2023-11-22,2024-11-21,Completed,Compliant
EMP-13586,Supply Chain,Planner,Safety Training,2024-10-01,2025-10-01,Completed,Non-Compliant
EMP-13587,HR,HR Generalist,Internal Auditor Training,2023-04-26,2024-04-25,Expired,Compliant
EMP-13588,Engineering,Process Engineer,Internal Auditor Training,2023-03-18,2024-03-17,Expired,Compliant
EMP-13589,Manufacturing,Line Lead,ISO 9001 Awareness,2024-03-16,2025-03-16,Expired,Compliant
EMP-13590,Warehouse,Warehouse Supervisor,Internal Auditor Training,2025-06-28,2026-06-28,Completed,Compliant
EMP-13591,Maintenance,Maintenance Technician,Internal Auditor Training,2024-04-17,2026-04-17,Completed,Compliant
EMP-13592,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2025-01-18,2026-01-18,Completed,Compliant
EMP-13593,HR,HR Manager,Internal Auditor Training,2023-08-26,2025-08-25,Completed,Compliant
EMP-13594,HR,HR Manager,Internal Auditor Training,2024-11-12,2025-11-12,Completed,Compliant
EMP-13595,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2023-01-12,2025-01-11,Completed,Compliant
EMP-13596,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2023-10-09,2024-10-08,Completed,Compliant
EMP-13597,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2024-08-24,2025-08-24,Completed,Non-Compliant
EMP-13598,Manufacturing,Machine Operator,5S Lean Manufacturing,2024-04-14,2025-04-14,Expired,Compliant
EMP-13599,Quality,Auditor,ISO 9001 Awareness,2023-04-18,2025-04-17,Completed,Compliant
EMP-13600,HR,Training Coordinator,Safety Training,2023-01-01,2024-12-31,Expired,Compliant
EMP-13601,Engineering,Process Engineer,ISO 9001 Awareness,2024-09-15,2026-09-15,Completed,Compliant
EMP-13602,HR,HR Manager,Calibration Awareness,2025-02-08,2026-02-08,Completed,Compliant
EMP-13603,Warehouse,Warehouse Supervisor,Safety Training,2025-05-23,2027-05-23,Completed,Compliant
EMP-13604,Manufacturing,Line Lead,Safety Training,2023-01-09,2024-01-09,Completed,Compliant
EMP-13605,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-07-15,2026-07-15,Completed,Compliant
EMP-13606,Supply Chain,Supply Chain Analyst,Calibration Awareness,2023-09-28,2024-09-27,Completed,Compliant
EMP-13607,Maintenance,Maintenance Technician,ISO 9001 Awareness,2023-08-05,2025-08-04,Completed,Compliant
EMP-13608,Maintenance,Maintenance Technician,Calibration Awareness,2024-12-19,2026-12-19,Completed,Compliant
EMP-13609,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2024-03-25,2026-03-25,Completed,Compliant
EMP-13610,HR,Training Coordinator,Safety Training,2024-01-01,2024-12-31,Completed,Compliant
EMP-13611,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-04-21,2025-04-20,Expired,Compliant
EMP-13612,Manufacturing,Line Lead,ISO 9001 Awareness,2023-08-26,2024-08-25,Expired,Non-Compliant
EMP-13613,Maintenance,Maintenance Technician,Safety Training,2024-06-22,2026-06-22,Completed,Compliant
EMP-13614,Engineering,Design Engineer,Internal Auditor Training,2023-05-22,2024-05-21,Expired,Compliant
EMP-13615,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2025-07-02,2026-07-02,Completed,Compliant
EMP-13616,Warehouse,Warehouse Operator,Safety Training,2023-06-08,2024-06-07,Expired,Compliant
EMP-13617,HR,HR Manager,Calibration Awareness,2023-02-16,2024-02-16,Completed,Compliant
EMP-13618,HR,Training Coordinator,Calibration Awareness,2025-03-01,2026-03-01,Completed,Compliant
EMP-13619,Manufacturing,Machine Operator,ISO 9001 Awareness,2023-02-20,2024-02-20,Expired,Compliant
EMP-13620,Manufacturing,Production Supervisor,Calibration Awareness,2025-04-08,2026-04-08,Completed,Compliant
EMP-13621,Manufacturing,Line Lead,ISO 9001 Awareness,2023-09-29,2025-09-28,Expired,Compliant
EMP-13622,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-01-12,2025-01-11,Completed,Compliant
EMP-13623,Manufacturing,Line Lead,Internal Auditor Training,2024-09-30,2025-09-30,Expired,Compliant
EMP-13624,Engineering,Manufacturing Engineer,Safety Training,2025-10-17,2026-10-17,Completed,Compliant
EMP-13625,Maintenance,Maintenance Technician,Safety Training,2024-12-03,2025-12-03,Expired,Compliant
EMP-13626,Engineering,Design Engineer,Safety Training,2024-01-30,2025-01-29,Expired,Compliant
EMP-13627,Engineering,Process Engineer,ISO 9001 Awareness,2025-08-12,2027-08-12,Completed,Compliant
EMP-13628,HR,HR Manager,Internal Auditor Training,2025-09-27,2026-09-27,Completed,Compliant
EMP-13629,Quality,Quality Engineer,5S Lean Manufacturing,2024-12-04,2026-12-04,Completed,Non-Compliant
EMP-13630,Manufacturing,Line Lead,5S Lean Manufacturing,2023-09-19,2024-09-18,Completed,Compliant
EMP-13631,Supply Chain,Planner,5S Lean Manufacturing,2023-12-19,2024-12-18,Completed,Compliant
EMP-13632,Quality,Quality Engineer,ISO 9001 Awareness,2024-04-25,2025-04-25,Expired,Compliant
EMP-13633,Warehouse,Warehouse Supervisor,Safety Training,2023-12-09,2025-12-08,Expired,Compliant
EMP-13634,Quality,QA Manager,5S Lean Manufacturing,2023-02-22,2025-02-21,Expired,Compliant
EMP-13635,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2023-02-23,2024-02-23,Completed,Compliant
EMP-13636,HR,Training Coordinator,Calibration Awareness,2023-06-15,2024-06-14,Completed,Compliant
EMP-13637,HR,Training Coordinator,Calibration Awareness,2025-06-28,2026-06-28,Completed,Compliant
EMP-13638,Quality,Quality Engineer,5S Lean Manufacturing,2025-01-23,2026-01-23,Completed,Compliant
EMP-13639,Manufacturing,Assembly Technician,Calibration Awareness,2023-10-17,2024-10-16,Expired,Compliant
EMP-13640,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-10-02,2025-10-01,Completed,Non-Compliant
EMP-13641,Maintenance,Maintenance Technician,5S Lean Manufacturing,2025-08-21,2027-08-21,Completed,Compliant
EMP-13642,Warehouse,Warehouse Operator,Calibration Awareness,2024-05-30,2026-05-30,Completed,Compliant
EMP-13643,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2023-02-08,2024-02-08,Expired,Compliant
EMP-13644,HR,Training Coordinator,Internal Auditor Training,2025-06-14,2026-06-14,Pending,Non-Compliant
EMP-13645,Warehouse,Forklift Operator,Internal Auditor Training,2025-05-09,2026-05-09,Completed,Compliant
EMP-13646,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2024-02-16,2025-02-15,Completed,Compliant
EMP-13647,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2023-11-17,2025-11-16,Completed,Non-Compliant
EMP-13648,Maintenance,Reliability Engineer,Internal Auditor Training,2023-11-14,2024-11-13,Completed,Non-Compliant
EMP-13649,Maintenance,Reliability Engineer,Calibration Awareness,2024-03-16,2025-03-16,Expired,Compliant
EMP-13650,Maintenance,Maintenance Technician,Internal Auditor Training,2025-07-24,2026-07-24,Completed,Compliant
EMP-13651,Warehouse,Inventory Clerk,5S Lean Manufacturing,2023-05-22,2025-05-21,Expired,Compliant
EMP-13652,HR,HR Manager,Calibration Awareness,2025-01-17,2027-01-17,Pending,Non-Compliant
EMP-13653,Warehouse,Warehouse Supervisor,Calibration Awareness,2024-03-15,2025-03-15,Expired,Compliant
EMP-13654,Manufacturing,Machine Operator,Internal Auditor Training,2025-07-07,2026-07-07,Completed,Compliant
EMP-13655,Engineering,Process Engineer,ISO 9001 Awareness,2024-01-19,2026-01-18,Completed,Compliant
EMP-13656,Warehouse,Warehouse Operator,5S Lean Manufacturing,2024-04-22,2026-04-22,Completed,Compliant
EMP-13657,Quality,Quality Engineer,5S Lean Manufacturing,2024-09-10,2025-09-10,Completed,Compliant
EMP-13658,Warehouse,Inventory Clerk,Safety Training,2023-04-04,2025-04-03,Expired,Non-Compliant
EMP-13659,Quality,QA Manager,Safety Training,2024-08-05,2026-08-05,Completed,Compliant
EMP-13660,Warehouse,Warehouse Supervisor,Safety Training,2024-05-26,2025-05-26,Expired,Compliant
EMP-13661,Engineering,Design Engineer,5S Lean Manufacturing,2025-09-10,2026-09-10,Completed,Compliant
EMP-13662,Quality,Quality Engineer,ISO 9001 Awareness,2023-09-15,2025-09-14,Completed,Compliant
EMP-13663,Engineering,Manufacturing Engineer,Calibration Awareness,2023-01-30,2025-01-29,Expired,Compliant
EMP-13664,Maintenance,Maintenance Supervisor,Safety Training,2025-03-01,2026-03-01,Completed,Compliant
EMP-13665,Maintenance,Reliability Engineer,ISO 9001 Awareness,2023-04-22,2024-04-21,Expired,Compliant
EMP-13666,Warehouse,Inventory Clerk,Internal Auditor Training,2024-02-17,2026-02-16,Pending,Compliant
EMP-13667,HR,Training Coordinator,Safety Training,2025-04-08,2027-04-08,Completed,Compliant
EMP-13668,Quality,Quality Engineer,Calibration Awareness,2025-06-08,2026-06-08,Completed,Compliant
EMP-13669,Manufacturing,Line Lead,5S Lean Manufacturing,2025-04-22,2026-04-22,Completed,Compliant
EMP-13670,Quality,QA Manager,Internal Auditor Training,2025-07-22,2026-07-22,Completed,Compliant
EMP-13671,Quality,Quality Inspector,Safety Training,2024-09-22,2025-09-22,Completed,Compliant
EMP-13672,Manufacturing,Assembly Technician,5S Lean Manufacturing,2024-12-24,2025-12-24,Expired,Non-Compliant
EMP-13673,Supply Chain,Supply Chain Analyst,Safety Training,2023-07-29,2024-07-28,Expired,Compliant
EMP-13674,Warehouse,Forklift Operator,Internal Auditor Training,2024-09-10,2026-09-10,Completed,Compliant
EMP-13675,HR,Training Coordinator,5S Lean Manufacturing,2023-07-17,2024-07-16,Completed,Compliant
EMP-13676,Manufacturing,Line Lead,Internal Auditor Training,2025-03-09,2026-03-09,Completed,Compliant
EMP-13677,Warehouse,Warehouse Operator,Internal Auditor Training,2024-09-07,2026-09-07,Pending,Compliant
EMP-13678,Warehouse,Warehouse Operator,ISO 9001 Awareness,2023-04-16,2025-04-15,Completed,Compliant
EMP-13679,Quality,Quality Engineer,5S Lean Manufacturing,2025-07-15,2026-07-15,Completed,Compliant
EMP-13680,Supply Chain,Planner,Safety Training,2024-11-24,2025-11-24,Expired,Non-Compliant
EMP-13681,Engineering,Design Engineer,Calibration Awareness,2024-10-22,2025-10-22,Expired,Compliant
EMP-13682,Engineering,Process Engineer,5S Lean Manufacturing,2025-04-06,2026-04-06,Completed,Compliant
EMP-13683,Warehouse,Forklift Operator,Internal Auditor Training,2023-04-07,2024-04-06,Completed,Non-Compliant
EMP-13684,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2023-08-07,2024-08-06,Expired,Compliant
EMP-13685,Maintenance,Reliability Engineer,Safety Training,2024-06-22,2025-06-22,Expired,Non-Compliant
EMP-13686,Quality,Auditor,5S Lean Manufacturing,2025-01-22,2027-01-22,Completed,Compliant
EMP-13687,Supply Chain,Buyer,ISO 9001 Awareness,2024-12-09,2025-12-09,Completed,Compliant
EMP-13688,Supply Chain,Planner,5S Lean Manufacturing,2023-02-10,2024-02-10,Expired,Compliant
EMP-13689,Quality,Quality Inspector,5S Lean Manufacturing,2025-07-15,2026-07-15,Completed,Compliant
EMP-13690,HR,Training Coordinator,5S Lean Manufacturing,2025-06-29,2026-06-29,Completed,Compliant
EMP-13691,Engineering,Process Engineer,5S Lean Manufacturing,2024-09-07,2025-09-07,Expired,Non-Compliant
EMP-13692,Manufacturing,Machine Operator,Safety Training,2025-06-14,2027-06-14,Completed,Compliant
EMP-13693,Manufacturing,Machine Operator,5S Lean Manufacturing,2023-09-16,2024-09-15,Expired,Compliant
EMP-13694,HR,Training Coordinator,Calibration Awareness,2025-01-06,2027-01-06,Completed,Compliant
EMP-13695,HR,HR Manager,Internal Auditor Training,2024-12-22,2026-12-22,Completed,Compliant
EMP-13696,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2024-08-20,2025-08-20,Expired,Compliant
EMP-13697,Maintenance,Maintenance Technician,ISO 9001 Awareness,2023-04-02,2024-04-01,Completed,Compliant
EMP-13698,HR,Training Coordinator,5S Lean Manufacturing,2023-07-09,2024-07-08,Completed,Compliant
EMP-13699,Warehouse,Inventory Clerk,5S Lean Manufacturing,2023-12-31,2025-12-30,Expired,Compliant
EMP-13700,Manufacturing,Machine Operator,Internal Auditor Training,2023-04-26,2024-04-25,Completed,Compliant
EMP-13701,Maintenance,Maintenance Supervisor,Internal Auditor Training,2025-03-23,2026-03-23,Pending,Non-Compliant
EMP-13702,Supply Chain,Supply Chain Analyst,Calibration Awareness,2023-08-21,2024-08-20,Expired,Non-Compliant
EMP-13703,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2024-10-28,2025-10-28,Expired,Compliant
EMP-13704,Quality,Quality Inspector,Internal Auditor Training,2024-03-01,2026-03-01,Completed,Compliant
EMP-13705,Engineering,Design Engineer,Internal Auditor Training,2025-04-08,2026-04-08,Completed,Compliant
EMP-13706,Maintenance,Maintenance Technician,Calibration Awareness,2024-09-23,2025-09-23,Completed,Compliant
EMP-13707,Maintenance,Maintenance Supervisor,Safety Training,2023-06-17,2024-06-16,Completed,Non-Compliant
EMP-13708,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2024-12-23,2026-12-23,Completed,Compliant
EMP-13709,HR,HR Generalist,Calibration Awareness,2024-08-14,2025-08-14,Completed,Compliant
EMP-13710,Engineering,Design Engineer,Safety Training,2024-02-07,2025-02-06,Expired,Compliant
EMP-13711,HR,HR Generalist,5S Lean Manufacturing,2025-01-17,2026-01-17,Completed,Compliant
EMP-13712,Manufacturing,Machine Operator,5S Lean Manufacturing,2025-01-28,2026-01-28,Completed,Compliant
EMP-13713,Maintenance,Reliability Engineer,Safety Training,2024-01-06,2025-01-05,Expired,Compliant
EMP-13714,Maintenance,Reliability Engineer,ISO 9001 Awareness,2025-03-15,2027-03-15,Pending,Non-Compliant
EMP-13715,Engineering,Design Engineer,Internal Auditor Training,2024-08-12,2026-08-12,Completed,Compliant
EMP-13716,Warehouse,Warehouse Operator,Calibration Awareness,2025-07-14,2027-07-14,Completed,Compliant
EMP-13717,Quality,Quality Engineer,Safety Training,2023-03-15,2024-03-14,Expired,Compliant
EMP-13718,HR,Training Coordinator,Safety Training,2025-01-22,2026-01-22,Completed,Compliant
EMP-13719,Maintenance,Reliability Engineer,Safety Training,2023-06-05,2025-06-04,Completed,Non-Compliant
EMP-13720,Engineering,Process Engineer,ISO 9001 Awareness,2025-08-20,2027-08-20,Completed,Compliant
EMP-13721,Quality,Quality Inspector,Internal Auditor Training,2023-04-01,2024-03-31,Completed,Compliant
EMP-13722,HR,Training Coordinator,ISO 9001 Awareness,2024-10-08,2025-10-08,Completed,Compliant
EMP-13723,Supply Chain,Buyer,Calibration Awareness,2023-11-14,2024-11-13,Expired,Compliant
EMP-13724,Engineering,Design Engineer,Calibration Awareness,2023-02-10,2024-02-10,Completed,Compliant
EMP-13725,Supply Chain,Planner,Safety Training,2023-02-13,2024-02-13,Expired,Compliant
EMP-13726,Supply Chain,Planner,Calibration Awareness,2024-11-18,2025-11-18,Expired,Compliant
EMP-13727,Engineering,Manufacturing Engineer,Safety Training,2025-07-03,2026-07-03,Completed,Compliant
EMP-13728,Quality,QA Manager,Internal Auditor Training,2023-07-03,2024-07-02,Completed,Compliant
EMP-13729,Maintenance,Reliability Engineer,Safety Training,2024-02-03,2026-02-02,Completed,Compliant
EMP-13730,Engineering,Process Engineer,ISO 9001 Awareness,2025-04-01,2027-04-01,Completed,Compliant
EMP-13731,Engineering,Process Engineer,Safety Training,2025-05-06,2026-05-06,Completed,Compliant
EMP-13732,Warehouse,Warehouse Operator,Calibration Awareness,2024-10-01,2025-10-01,Completed,Compliant
EMP-13733,Supply Chain,Logistics Coordinator,Calibration Awareness,2025-09-27,2026-09-27,Pending,Compliant
EMP-13734,Maintenance,Maintenance Technician,Safety Training,2025-05-24,2026-05-24,Completed,Compliant
EMP-13735,Warehouse,Warehouse Operator,Safety Training,2023-12-29,2025-12-28,Expired,Non-Compliant
EMP-13736,Engineering,Design Engineer,5S Lean Manufacturing,2024-01-23,2025-01-22,Expired,Compliant
EMP-13737,Maintenance,Maintenance Technician,Calibration Awareness,2023-04-14,2024-04-13,Completed,Non-Compliant
EMP-13738,Maintenance,Maintenance Technician,ISO 9001 Awareness,2025-07-05,2026-07-05,Completed,Compliant
EMP-13739,Quality,QA Manager,ISO 9001 Awareness,2023-01-12,2025-01-11,Expired,Compliant
EMP-13740,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-09-19,2024-09-18,Completed,Non-Compliant
EMP-13741,Supply Chain,Buyer,5S Lean Manufacturing,2023-08-07,2024-08-06,Expired,Compliant
EMP-13742,Manufacturing,Production Supervisor,Calibration Awareness,2024-09-15,2025-09-15,Completed,Compliant
EMP-13743,Supply Chain,Planner,Safety Training,2023-04-20,2024-04-19,Completed,Compliant
EMP-13744,Quality,Quality Engineer,5S Lean Manufacturing,2023-07-27,2025-07-26,Expired,Compliant
EMP-13745,Engineering,Manufacturing Engineer,Internal Auditor Training,2024-11-24,2025-11-24,Expired,Compliant
EMP-13746,Maintenance,Maintenance Supervisor,Safety Training,2024-03-22,2025-03-22,Expired,Compliant
EMP-13747,Engineering,Manufacturing Engineer,Calibration Awareness,2024-06-27,2025-06-27,Completed,Compliant
EMP-13748,Warehouse,Inventory Clerk,Safety Training,2024-10-16,2025-10-16,Completed,Compliant
EMP-13749,Warehouse,Warehouse Operator,5S Lean Manufacturing,2025-07-31,2027-07-31,Completed,Compliant
EMP-13750,Engineering,Manufacturing Engineer,Calibration Awareness,2025-05-25,2026-05-25,Completed,Compliant
EMP-13751,Maintenance,Reliability Engineer,ISO 9001 Awareness,2024-07-21,2025-07-21,Expired,Compliant
EMP-13752,Quality,Auditor,ISO 9001 Awareness,2024-11-12,2026-11-12,Completed,Compliant
EMP-13753,Quality,Quality Inspector,5S Lean Manufacturing,2023-09-22,2024-09-21,Expired,Compliant
EMP-13754,HR,HR Manager,ISO 9001 Awareness,2023-09-21,2024-09-20,Completed,Non-Compliant
EMP-13755,HR,Training Coordinator,Internal Auditor Training,2024-02-14,2026-02-13,Completed,Compliant
EMP-13756,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2025-01-01,2027-01-01,Completed,Compliant
EMP-13757,HR,Training Coordinator,ISO 9001 Awareness,2024-09-12,2025-09-12,Expired,Non-Compliant
EMP-13758,Quality,Auditor,Calibration Awareness,2024-12-29,2025-12-29,Completed,Compliant
